point_id,point_name,subbranch,lat,lon,韵,声组,汉字,读音,note,吕叔湘1993
DY01,丹阳,太湖片-毗陵小片,,,豪,T,讨,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,豪,T,套,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,豪,T,桃,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,豪,T,逃,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,豪,T,淘,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,豪,T,陶,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,豪,T,萄,,,
DY01,丹阳,太湖片-毗陵小片,,,豪,T,涛,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,豪,T,道,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,豪,T,稻,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,豪,T,盗,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,豪,T,导,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,豪,T,蹈,,,
DY01,丹阳,太湖片-毗陵小片,,,豪,N,脑,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,豪,N,恼,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,豪,L,劳,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,豪,L,捞,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,豪,L,唠,,,
DY01,丹阳,太湖片-毗陵小片,,,豪,L,牢,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,豪,L,痨,,,
DY01,丹阳,太湖片-毗陵小片,,,豪,L,老,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,豪,L,佬,,,
DY01,丹阳,太湖片-毗陵小片,,,豪,L,涝,,,
DY01,丹阳,太湖片-毗陵小片,,,豪,TS,遭,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,豪,TS,糟,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,豪,TS,早,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,豪,TS,枣,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,豪,TS,蚤,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,豪,TS,澡,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,豪,TS,藻,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,豪,TS,躁,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,豪,TS,灶,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,豪,TS,操,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,豪,TS,草,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,豪,TS,騲,,,
DY01,丹阳,太湖片-毗陵小片,,,豪,TS,糙,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,豪,TS,曹,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,豪,TS,槽,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,豪,TS,皂,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,豪,TS,造,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,豪,TS,骚,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,豪,TS,臊,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,豪,TS,扫,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,豪,TS,嫂,,,
DY01,丹阳,太湖片-毗陵小片,,,豪,TS,扫,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,豪,TS,燥,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,豪,K,高,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,豪,K,膏,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,豪,K,篙,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,豪,K,羔,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,豪,K,糕,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,豪,K,稿,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,豪,K,告,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,豪,K,膏,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,豪,K,考,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,豪,K,烤,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,豪,K,拷,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,豪,K,靠,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,豪,K,犒,,,
DY01,丹阳,太湖片-毗陵小片,,,豪,K,铐,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,豪,K,㸆,,,
DY01,丹阳,太湖片-毗陵小片,,,豪,K,熬,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,豪,K,敖,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,豪,K,鳌,,,
DY01,丹阳,太湖片-毗陵小片,,,豪,K,傲,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,豪,K,鏊,,,
DY01,丹阳,太湖片-毗陵小片,,,豪,Ø,蒿,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,豪,Ø,薅,,,
DY01,丹阳,太湖片-毗陵小片,,,豪,Ø,好,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,豪,Ø,好,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,豪,Ø,耗,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,豪,Ø,豪,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,豪,Ø,壕,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,豪,Ø,毫,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,豪,Ø,号,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,豪,Ø,蠔,,,
DY01,丹阳,太湖片-毗陵小片,,,豪,Ø,浩,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,豪,Ø,号,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,豪,Ø,爊,,,
DY01,丹阳,太湖片-毗陵小片,,,豪,Ø,袄,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,豪,Ø,懊,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,豪,Ø,奥,ɔ,,
DY01,丹阳,太湖片-毗陵小片,,,豪,Ø,懊,,,
DY01,丹阳,太湖片-毗陵小片,,,豪,Ø,澳,,,
DY01,丹阳,太湖片-毗陵小片,,,侯,P,剖,ə,,
DY01,丹阳,太湖片-毗陵小片,,,侯,M,某,e,,
DY01,丹阳,太湖片-毗陵小片,,,侯,M,亩,ə,,
DY01,丹阳,太湖片-毗陵小片,,,侯,M,牡,e,,
DY01,丹阳,太湖片-毗陵小片,,,侯,M,母,ə,,
DY01,丹阳,太湖片-毗陵小片,,,侯,M,拇,ə,文读,
DY01,丹阳,太湖片-毗陵小片,,,侯,M,戊,u,,
DY01,丹阳,太湖片-毗陵小片,,,侯,M,茂,e,,
DY01,丹阳,太湖片-毗陵小片,,,侯,M,贸,e,,
DY01,丹阳,太湖片-毗陵小片,,,侯,T,兜,e,,
DY01,丹阳,太湖片-毗陵小片,,,侯,T,斗,e,,
DY01,丹阳,太湖片-毗陵小片,,,侯,T,抖,e,,
DY01,丹阳,太湖片-毗陵小片,,,侯,T,陡,e,,
DY01,丹阳,太湖片-毗陵小片,,,侯,T,蚪,,,
DY01,丹阳,太湖片-毗陵小片,,,侯,T,斗,e,,
DY01,丹阳,太湖片-毗陵小片,,,侯,T,偷,e,,
DY01,丹阳,太湖片-毗陵小片,,,侯,T,敨,e,,
DY01,丹阳,太湖片-毗陵小片,,,侯,T,透,e,,
DY01,丹阳,太湖片-毗陵小片,,,侯,T,头,e,,
DY01,丹阳,太湖片-毗陵小片,,,侯,T,投,e,,
DY01,丹阳,太湖片-毗陵小片,,,侯,T,骰,,,
DY01,丹阳,太湖片-毗陵小片,,,侯,T,豆,e,,
DY01,丹阳,太湖片-毗陵小片,,,侯,T,逗,e,,
DY01,丹阳,太湖片-毗陵小片,,,侯,T,痘,,,
DY01,丹阳,太湖片-毗陵小片,,,侯,T,脰,,,
DY01,丹阳,太湖片-毗陵小片,,,侯,L,楼,e,,
DY01,丹阳,太湖片-毗陵小片,,,侯,L,搂,,,
DY01,丹阳,太湖片-毗陵小片,,,侯,L,耧,,,
DY01,丹阳,太湖片-毗陵小片,,,侯,L,娄,,,
DY01,丹阳,太湖片-毗陵小片,,,侯,L,搂,,,
DY01,丹阳,太湖片-毗陵小片,,,侯,L,篓,e,,
DY01,丹阳,太湖片-毗陵小片,,,侯,L,溇,,,
DY01,丹阳,太湖片-毗陵小片,,,侯,L,漏,e,白读,
DY01,丹阳,太湖片-毗陵小片,,,侯,L,陋,e,白读,
DY01,丹阳,太湖片-毗陵小片,,,侯,TS,走,e,,
DY01,丹阳,太湖片-毗陵小片,,,侯,TS,奏,e,,
DY01,丹阳,太湖片-毗陵小片,,,侯,TS,凑,e,,
DY01,丹阳,太湖片-毗陵小片,,,侯,TS,叟,e,,
DY01,丹阳,太湖片-毗陵小片,,,侯,TS,嗽,e,,
DY01,丹阳,太湖片-毗陵小片,,,侯,K,勾,e,,
DY01,丹阳,太湖片-毗陵小片,,,侯,K,钩,e,,
DY01,丹阳,太湖片-毗陵小片,,,侯,K,沟,e,,
DY01,丹阳,太湖片-毗陵小片,,,侯,K,狗,e,,
DY01,丹阳,太湖片-毗陵小片,,,侯,K,苟,e,,
DY01,丹阳,太湖片-毗陵小片,,,侯,K,垢,e,,
DY01,丹阳,太湖片-毗陵小片,,,侯,K,枸,,,
DY01,丹阳,太湖片-毗陵小片,,,侯,K,彀,,,
DY01,丹阳,太湖片-毗陵小片,,,侯,K,够,e,,
DY01,丹阳,太湖片-毗陵小片,,,侯,K,构,e,,
DY01,丹阳,太湖片-毗陵小片,,,侯,K,购,e,,
DY01,丹阳,太湖片-毗陵小片,,,侯,K,勾,e,,
DY01,丹阳,太湖片-毗陵小片,,,侯,K,抠,e,,
DY01,丹阳,太湖片-毗陵小片,,,侯,K,眍,e,,
DY01,丹阳,太湖片-毗陵小片,,,侯,K,口,e,,
DY01,丹阳,太湖片-毗陵小片,,,侯,K,叩,e,,
DY01,丹阳,太湖片-毗陵小片,,,侯,K,扣,e,,
DY01,丹阳,太湖片-毗陵小片,,,侯,K,寇,e,,
DY01,丹阳,太湖片-毗陵小片,,,侯,K,藕,e,,
DY01,丹阳,太湖片-毗陵小片,,,侯,K,偶,e,,
DY01,丹阳,太湖片-毗陵小片,,,侯,K,偶,e,,
DY01,丹阳,太湖片-毗陵小片,,,侯,Ø,吼,e,,
DY01,丹阳,太湖片-毗陵小片,,,侯,Ø,侯,e,,
DY01,丹阳,太湖片-毗陵小片,,,侯,Ø,喉,e,,
DY01,丹阳,太湖片-毗陵小片,,,侯,Ø,猴,e,,
DY01,丹阳,太湖片-毗陵小片,,,侯,Ø,瘊,,,
DY01,丹阳,太湖片-毗陵小片,,,侯,Ø,後,e,,
DY01,丹阳,太湖片-毗陵小片,,,侯,Ø,厚,e,,
DY01,丹阳,太湖片-毗陵小片,,,侯,Ø,后,e,,
DY01,丹阳,太湖片-毗陵小片,,,侯,Ø,候,e,,
DY01,丹阳,太湖片-毗陵小片,,,侯,Ø,鲎,,,
DY01,丹阳,太湖片-毗陵小片,,,侯,Ø,欧,e,,
DY01,丹阳,太湖片-毗陵小片,,,侯,Ø,瓯,,,
DY01,丹阳,太湖片-毗陵小片,,,侯,Ø,区,,,
DY01,丹阳,太湖片-毗陵小片,,,侯,Ø,鸥,e,,
DY01,丹阳,太湖片-毗陵小片,,,侯,Ø,呕,e,,
DY01,丹阳,太湖片-毗陵小片,,,侯,Ø,殴,e,,
DY01,丹阳,太湖片-毗陵小片,,,侯,Ø,沤,,,
DY01,丹阳,太湖片-毗陵小片,,,侯,Ø,怄,,,
DY01,丹阳,太湖片-毗陵小片,,,皆,P,拜,ɑ/æ,白读/文读,
DY01,丹阳,太湖片-毗陵小片,,,皆,P,排,ɑ,文读,
DY01,丹阳,太湖片-毗陵小片,,,皆,P,�,,,
DY01,丹阳,太湖片-毗陵小片,,,皆,M,埋,ɑ/æ,白读/文读,
DY01,丹阳,太湖片-毗陵小片,,,皆,L,攋,      ,,
DY01,丹阳,太湖片-毗陵小片,,,皆,TS*,䍉,,,
DY01,丹阳,太湖片-毗陵小片,,,皆,TS*,箉,,,
DY01,丹阳,太湖片-毗陵小片,,,皆,TS*,斋,æ,文读,
DY01,丹阳,太湖片-毗陵小片,,,皆,TS*,豺,,,
DY01,丹阳,太湖片-毗陵小片,,,皆,K,皆,ie,,
DY01,丹阳,太湖片-毗陵小片,,,皆,K,阶,ɑ/ie,文读/文读,
DY01,丹阳,太湖片-毗陵小片,,,皆,K,稭,,,
DY01,丹阳,太湖片-毗陵小片,,,皆,K,偕,ie,,
DY01,丹阳,太湖片-毗陵小片,,,皆,K,介,,,
DY01,丹阳,太湖片-毗陵小片,,,皆,K,界,ɑ,文读,
DY01,丹阳,太湖片-毗陵小片,,,皆,K,芥,ɑ,文读,
DY01,丹阳,太湖片-毗陵小片,,,皆,K,尬,,,
DY01,丹阳,太湖片-毗陵小片,,,皆,K,疥,ɑ,文读,
DY01,丹阳,太湖片-毗陵小片,,,皆,K,届,,,
DY01,丹阳,太湖片-毗陵小片,,,皆,K,戒,ɑ,文读,
DY01,丹阳,太湖片-毗陵小片,,,皆,K,庎,,,
DY01,丹阳,太湖片-毗陵小片,,,皆,K,揩,ɑ/æ,,
DY01,丹阳,太湖片-毗陵小片,,,皆,K,楷,,,
DY01,丹阳,太湖片-毗陵小片,,,皆,Ø,谐,,,
DY01,丹阳,太湖片-毗陵小片,,,皆,Ø,骇,,,
DY01,丹阳,太湖片-毗陵小片,,,皆,Ø,械,ie,,
DY01,丹阳,太湖片-毗陵小片,,,皆,Ø,挨,æ,白读,
DY01,丹阳,太湖片-毗陵小片,,,佳,P,摆,ɑ/æ,白读/文读,
DY01,丹阳,太湖片-毗陵小片,,,佳,P,派,æ,,
DY01,丹阳,太湖片-毗陵小片,,,佳,P,牌,ɑ/æ,文读,
DY01,丹阳,太湖片-毗陵小片,,,佳,P,簰,,,
DY01,丹阳,太湖片-毗陵小片,,,佳,P,罢,ɑ,文读,
DY01,丹阳,太湖片-毗陵小片,,,佳,P,稗,ɑ/æ,/文读,
DY01,丹阳,太湖片-毗陵小片,,,佳,M,买,ɑ/æ,白读/文读,
DY01,丹阳,太湖片-毗陵小片,,,佳,M,卖,ɑ/æ,白读/文读,
DY01,丹阳,太湖片-毗陵小片,,,佳,N,奶,ɑ/æ,白读/文读,
DY01,丹阳,太湖片-毗陵小片,,,佳,TS*,债,æ,文读,
DY01,丹阳,太湖片-毗陵小片,,,佳,TS*,钗,,,
DY01,丹阳,太湖片-毗陵小片,,,佳,TS*,差, ɑ,文读（出～）,
DY01,丹阳,太湖片-毗陵小片,,,佳,TS*,柴,ɑ/æ,白读/文读,
DY01,丹阳,太湖片-毗陵小片,,,佳,TS*,筛,ɑ,,
DY01,丹阳,太湖片-毗陵小片,,,佳,TS*,洒,ɑ,,
DY01,丹阳,太湖片-毗陵小片,,,佳,TS*,晒,ɑ,文读,
DY01,丹阳,太湖片-毗陵小片,,,佳,K,佳,iɑ,,
DY01,丹阳,太湖片-毗陵小片,,,佳,K,街,ɑ/ie,文读/文读,
DY01,丹阳,太湖片-毗陵小片,,,佳,K,解,ɑ,白读,
DY01,丹阳,太湖片-毗陵小片,,,佳,K,懈,,,
DY01,丹阳,太湖片-毗陵小片,,,佳,K,涯,iɑ,,
DY01,丹阳,太湖片-毗陵小片,,,佳,K,崖,iɑ,,
DY01,丹阳,太湖片-毗陵小片,,,佳,K,捱,ɑ/æ,/白读,
DY01,丹阳,太湖片-毗陵小片,,,佳,Ø,鞋,ɑ,,
DY01,丹阳,太湖片-毗陵小片,,,佳,Ø,解,ɑ,白读,
DY01,丹阳,太湖片-毗陵小片,,,佳,Ø,解,ɑ,白读,
DY01,丹阳,太湖片-毗陵小片,,,佳,Ø,蟹,ɑ/ie,/文读,
DY01,丹阳,太湖片-毗陵小片,,,佳,Ø,矮,ɑ/æ,/文读,
DY01,丹阳,太湖片-毗陵小片,,,佳,Ø,隘,,,
